Year,Company Name,Type of Breach,Records Compromised,Financial Loss,Impact Level,Industry,Human Error Factor,Human Error Factor Code,Mitigation Measures
2000,CIA,DDoS Attack,855071,1016702.022,Medium,Government,Improper Disposal ,2,Regular Security Training
2004,CVS,Phishing,268196,1043952.04,High,Retail,Improper Disposal ,2,Regular Audits
2011,FBI,Phishing,380561,2445111.478,Medium,Government,Weak Password Management,5,Regular Security Training
2022,PNC Financial,Physical Breach,272107,2523219.882,High,Finance,Weak Password Management,5,Access Controls
2014,Capital One,Insider Threat,759553,534630.8414,High,Finance,Unintentional Info Leak ,1,Regular Security Training
2018,IBM,Ransomware,676611,2476947.771,High,Technology,Weak Password Management,5,Data Encryption
2008,Home Depot,Physical Breach,57103,2037100.73,Critical,Retail,Phishing Attack,4,Two-factor Authentication
2009,Morgan Stanley,DDoS Attack,891784,2014952.027,Critical,Finance,Phishing Attack,4,Regular Audits
2008,Ascension,Ransomware,324041,414163.2969,Medium,Healthcare,Unintentional Info Leak ,1,Access Controls
2019,CVS,Ransomware,206524,2522539.896,Critical,Retail,Weak Password Management,5,Regular Security Training
2011,Oracle,Insider Threat,752940,1548765.953,High,Technology,Insider Threat,3,Data Encryption
2005,Amazon,Physical Breach,507873,1433769.822,High,Technology,Insider Threat,3,Access Controls
2016,Kroger,Phishing,107497,1548021.058,Medium,Retail,Insider Threat,3,Two-factor Authentication
2022,Apple,Password Guessing,140624,2498077.156,High,Technology,Weak Password Management,5,Regular Security Training
2000,Cisco,Malware,28486,1036554.973,Medium,Technology,Improper Disposal ,2,Data Encryption
2000,Walgreens,Ransomware,666426,1506424.06,Medium,Retail,Insider Threat,3,Data Encryption
2004,NASA,Insider Threat,695787,2471489.901,Medium,Government,Weak Password Management,5,Regular Security Training
2014,Mayo Clinic,Insider Threat,409578,2495609.469,Low,Healthcare,Weak Password Management,5,Data Encryption
2004,CIA,Malware,775786,2524876.419,Medium,Government,Weak Password Management,5,Regular Audits
2016,Target,Password Guessing,243236,2028162.766,Medium,Retail,Phishing Attack,4,Data Encryption
2018,Kindred Healthcare,Physical Breach,681189,967642.7242,High,Healthcare,Improper Disposal ,2,Regular Audits
2001,Ascension,Physical Breach,986237,1002953.848,Medium,Healthcare,Improper Disposal ,2,Two-factor Authentication
2000,Intel,Insider Threat,712350,510048.8978,High,Technology,Unintentional Info Leak ,1,Data Encryption
2023,Wells Fargo,Malware,978865,1447169.487,Medium,Finance,Insider Threat,3,Access Controls
2014,HCA Healthcare,Insider Threat,967769,1051166.601,Medium,Healthcare,Improper Disposal ,2,Regular Security Training
2008,FBI,Insider Threat,833179,489470.0428,Medium,Government,Unintentional Info Leak ,1,Regular Audits
2023,Intel,Password Guessing,368262,440247.3004,Medium,Technology,Unintentional Info Leak ,1,Regular Audits
2024,Tenet Healthcare,DDoS Attack,508262,2022675.031,High,Healthcare,Phishing Attack,4,Two-factor Authentication
2005,CVS,Malware,630083,1005674.287,Medium,Retail,Improper Disposal ,2,Two-factor Authentication
2021,Best Buy,Physical Breach,542838,1460059.109,Medium,Retail,Insider Threat,3,Regular Security Training
2014,UPMC,Malware,758948,2597823.789,Medium,Healthcare,Weak Password Management,5,Access Controls
2011,Costco,Password Guessing,332366,1042941.35,Medium,Retail,Improper Disposal ,2,Data Encryption
2024,Costco,DDoS Attack,3217,2042087.26,Medium,Retail,Phishing Attack,4,Regular Audits
2024,Amazon,Insider Threat,156638,2469805.971,High,Technology,Weak Password Management,5,Two-factor Authentication
2018,FBI,Phishing,803453,989011.5925,Critical,Government,Improper Disposal ,2,Regular Audits
2003,Intel,Physical Breach,371736,1894930.788,Medium,Technology,Phishing Attack,4,Regular Security Training
2009,Target,Insider Threat,702873,495672.2987,Medium,Retail,Unintentional Info Leak ,1,Data Encryption
2017,JPMorgan Chase,Physical Breach,47787,2462416.914,High,Finance,Weak Password Management,5,Regular Audits
2011,Amazon,Malware,887043,484956.0707,Medium,Technology,Unintentional Info Leak ,1,Two-factor Authentication
2008,Target,DDoS Attack,980727,1985549.624,High,Retail,Phishing Attack,4,Regular Audits
2004,Oracle,Malware,803290,1979547.682,Critical,Technology,Phishing Attack,4,Regular Security Training
2011,JPMorgan Chase,Malware,586310,2059007.744,Medium,Finance,Phishing Attack,4,Regular Audits
2006,EPA,Malware,499007,962288.7463,High,Government,Improper Disposal ,2,Two-factor Authentication
2018,US Bancorp,Insider Threat,530326,1566645.429,High,Finance,Insider Threat,3,Regular Audits
2024,HCA Healthcare,Password Guessing,453931,993455.1004,High,Healthcare,Improper Disposal ,2,Regular Security Training
2007,Morgan Stanley,Insider Threat,750129,1519624.21,Medium,Finance,Insider Threat,3,Regular Security Training
2021,Mayo Clinic,Phishing,106090,576020.7525,High,Healthcare,Unintentional Info Leak ,1,Data Encryption
2014,Cisco,Password Guessing,750954,1993121.728,Medium,Technology,Phishing Attack,4,Regular Security Training
2011,FBI,DDoS Attack,870927,1494625.9,Medium,Government,Insider Threat,3,Two-factor Authentication
2018,Community Health Systems,DDoS Attack,909687,2464590.463,Critical,Healthcare,Weak Password Management,5,Two-factor Authentication
2010,Cisco,Phishing,807650,997745.4939,Critical,Technology,Improper Disposal ,2,Two-factor Authentication
2010,Facebook,Insider Threat,932456,1524414.702,High,Technology,Insider Threat,3,Regular Security Training
2016,Walgreens,Password Guessing,624251,979808.6806,Medium,Retail,Improper Disposal ,2,Regular Security Training
2002,Ascension,Ransomware,721035,1525254.709,Medium,Healthcare,Insider Threat,3,Two-factor Authentication
2020,HCA Healthcare,Malware,913509,1993919.31,High,Healthcare,Phishing Attack,4,Regular Security Training
2000,EPA,Insider Threat,373848,921554.8956,Medium,Government,Improper Disposal ,2,Regular Audits
2006,HCA Healthcare,Physical Breach,714385,2542088.49,High,Healthcare,Weak Password Management,5,Access Controls
2012,Bank of America,Phishing,894744,2026949.591,Medium,Finance,Phishing Attack,4,Access Controls
2021,Google,Physical Breach,895416,1458026.805,Medium,Technology,Insider Threat,3,Data Encryption
2024,Oracle,Malware,121964,1528882.909,Medium,Technology,Insider Threat,3,Regular Audits
2013,Target,Physical Breach,940737,930969.4949,Critical,Retail,Improper Disposal ,2,Data Encryption
2014,Amazon,Malware,761991,2046540.821,High,Technology,Phishing Attack,4,Regular Audits
2015,CVS,Insider Threat,765898,491930.9773,High,Retail,Unintentional Info Leak ,1,Access Controls
2020,Capital One,Insider Threat,602118,2201218.896,Low,Finance,Phishing Attack,4,Two-factor Authentication
2019,American Express,Password Guessing,215309,482823.9943,High,Finance,Unintentional Info Leak ,1,Access Controls
2004,Citigroup,Phishing,488014,1852658.749,High,Finance,Phishing Attack,4,Access Controls
2004,Apple,Password Guessing,652568,2469750.766,Critical,Technology,Weak Password Management,5,Data Encryption
2003,Johns Hopkins,Phishing,262416,534126.6628,Critical,Healthcare,Unintentional Info Leak ,1,Access Controls
2006,DOE,DDoS Attack,198488,1472292.017,High,Government,Insider Threat,3,Two-factor Authentication
2011,EPA,Password Guessing,29253,1453171.823,Low,Government,Insider Threat,3,Regular Security Training
2016,Mayo Clinic,Ransomware,702967,2419733.779,Low,Healthcare,Weak Password Management,5,Regular Audits
2004,Microsoft,Physical Breach,791828,2039205.79,Critical,Technology,Phishing Attack,4,Two-factor Authentication
2000,UPMC,Ransomware,404822,1526455.703,Medium,Healthcare,Insider Threat,3,Regular Audits
2002,PNC Financial,Malware,913055,2026916.62,Medium,Finance,Phishing Attack,4,Data Encryption
2005,Microsoft,Insider Threat,107121,1500634.603,Medium,Technology,Insider Threat,3,Access Controls
2001,Home Depot,Physical Breach,805769,1915339.184,Medium,Retail,Phishing Attack,4,Data Encryption
2019,EPA,DDoS Attack,307545,984458.9053,Critical,Government,Improper Disposal ,2,Regular Security Training
2014,EPA,Malware,386723,2030378.147,High,Government,Phishing Attack,4,Regular Audits
2022,Best Buy,Password Guessing,383815,1474484.419,Medium,Retail,Insider Threat,3,Data Encryption
2022,EPA,Ransomware,495864,431471.2575,Medium,Government,Unintentional Info Leak ,1,Regular Security Training
2002,Citigroup,Malware,422653,502306.0692,Medium,Finance,Unintentional Info Leak ,1,Data Encryption
2008,Cleveland Clinic,Malware,540838,1956107.995,High,Healthcare,Phishing Attack,4,Regular Audits
2022,USPS,DDoS Attack,142210,490944.0968,High,Government,Unintentional Info Leak ,1,Two-factor Authentication
2001,NASA,Phishing,307588,2023765.137,Medium,Government,Phishing Attack,4,Regular Security Training
2013,Home Depot,Insider Threat,273904,1580237.929,Critical,Retail,Insider Threat,3,Regular Security Training
2006,HP,Password Guessing,583929,2488034.447,High,Technology,Weak Password Management,5,Regular Audits
2019,Treasury Department,DDoS Attack,769079,2013711.84,Medium,Government,Phishing Attack,4,Regular Audits
2024,CIA,DDoS Attack,277244,1978338.541,Medium,Government,Phishing Attack,4,Regular Security Training
2008,CIA,Password Guessing,77645,2030340.845,High,Government,Phishing Attack,4,Data Encryption
2018,Google,Ransomware,97683,1017305.274,Medium,Technology,Improper Disposal ,2,Regular Audits
2002,Lowe's,Phishing,173481,521110.2899,High,Retail,Unintentional Info Leak ,1,Two-factor Authentication
2013,Target,Phishing,326574,2036336.859,Critical,Retail,Phishing Attack,4,Access Controls
2006,Microsoft,Phishing,711539,2512672.41,Medium,Technology,Weak Password Management,5,Regular Audits
2014,NASA,Insider Threat,200364,996801.7217,High,Government,Improper Disposal ,2,Two-factor Authentication
2000,USPS,DDoS Attack,959264,2523574.436,Critical,Government,Weak Password Management,5,Data Encryption
2001,HCA Healthcare,Insider Threat,864352,596661.7411,High,Healthcare,Unintentional Info Leak ,1,Regular Security Training
2019,Cleveland Clinic,Phishing,57244,2021581.389,Medium,Healthcare,Phishing Attack,4,Data Encryption
2014,Amazon,Phishing,660212,1521076.867,Medium,Technology,Insider Threat,3,Regular Audits
2008,HHS,Phishing,290459,1530584.51,Critical,Government,Insider Threat,3,Data Encryption
2008,Mayo Clinic,DDoS Attack,53964,521171.8512,Critical,Healthcare,Unintentional Info Leak ,1,Regular Audits
2009,UPMC,Phishing,215272,1925231.724,Critical,Healthcare,Phishing Attack,4,Access Controls
2015,IBM,DDoS Attack,775640,993687.1077,High,Technology,Improper Disposal ,2,Regular Audits
2007,Google,Password Guessing,298572,2467441.531,High,Technology,Weak Password Management,5,Access Controls
2007,Capital One,Malware,306298,1010676.172,Critical,Finance,Improper Disposal ,2,Regular Security Training
2021,FBI,Physical Breach,968654,2564882.662,Medium,Government,Weak Password Management,5,Two-factor Authentication
2022,Intel,DDoS Attack,162700,1484247.762,Medium,Technology,Insider Threat,3,Regular Audits
2011,Home Depot,Phishing,238896,1481614.211,High,Retail,Insider Threat,3,Data Encryption
2005,Goldman Sachs,Insider Threat,181474,518019.146,Medium,Finance,Unintentional Info Leak ,1,Access Controls
2014,Oracle,Password Guessing,166819,1525765.434,Medium,Technology,Insider Threat,3,Data Encryption
2005,Facebook,Password Guessing,803660,2027463.275,Low,Technology,Phishing Attack,4,Access Controls
2006,Target,Phishing,998002,988724.077,High,Retail,Improper Disposal ,2,Regular Audits
2015,HUD,Physical Breach,703568,1565979.971,Medium,Government,Insider Threat,3,Regular Security Training
2000,Amazon,Password Guessing,504713,950515.767,High,Technology,Improper Disposal ,2,Data Encryption
2021,Best Buy,Ransomware,170755,1014256.508,High,Retail,Improper Disposal ,2,Regular Audits
2003,Kaiser Permanente,Password Guessing,661066,2046786.108,Low,Healthcare,Phishing Attack,4,Regular Audits
2007,Oracle,Phishing,374652,971310.8346,High,Technology,Improper Disposal ,2,Access Controls
2021,PNC Financial,DDoS Attack,856764,493223.4486,Critical,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2010,Bank of America,Password Guessing,142774,2545395.54,High,Finance,Weak Password Management,5,Regular Security Training
2016,Wells Fargo,Ransomware,834645,2049544.666,Critical,Finance,Phishing Attack,4,Regular Audits
2021,Amazon,Malware,152817,1027340.537,High,Technology,Improper Disposal ,2,Data Encryption
2012,Walgreens,Insider Threat,573399,1034137.877,High,Retail,Improper Disposal ,2,Regular Audits
2020,IBM,Physical Breach,989408,1908027.094,High,Technology,Phishing Attack,4,Regular Audits
2011,EPA,Ransomware,663150,408986.1846,Medium,Government,Unintentional Info Leak ,1,Regular Audits
2002,Kindred Healthcare,Phishing,803983,1477169.596,Medium,Healthcare,Insider Threat,3,Two-factor Authentication
2008,DOE,Phishing,347442,2459603.587,Medium,Government,Weak Password Management,5,Regular Security Training
2015,CIA,Insider Threat,954555,2482734.304,High,Government,Weak Password Management,5,Regular Audits
2023,Apple,DDoS Attack,18920,2478633.07,Medium,Technology,Weak Password Management,5,Regular Audits
2007,Walgreens,Ransomware,922815,1060163.46,Critical,Retail,Improper Disposal ,2,Data Encryption
2013,Morgan Stanley,Password Guessing,669319,1578084.846,High,Finance,Insider Threat,3,Data Encryption
2002,CVS,Phishing,863770,2030870.27,High,Retail,Phishing Attack,4,Two-factor Authentication
2003,PNC Financial,DDoS Attack,951567,987859.1312,High,Finance,Improper Disposal ,2,Regular Security Training
2010,PNC Financial,Physical Breach,807269,442451.7523,High,Finance,Unintentional Info Leak ,1,Data Encryption
2012,Costco,Phishing,441061,2022976.274,High,Retail,Phishing Attack,4,Access Controls
2015,Goldman Sachs,DDoS Attack,31019,1490337.77,High,Finance,Insider Threat,3,Data Encryption
2022,Morgan Stanley,Password Guessing,256366,2452281.457,Medium,Finance,Weak Password Management,5,Data Encryption
2016,DOE,Password Guessing,147827,2470138.077,High,Government,Weak Password Management,5,Access Controls
2012,Wells Fargo,Password Guessing,314162,471267.5284,Critical,Finance,Unintentional Info Leak ,1,Access Controls
2008,Kindred Healthcare,Malware,343513,1530112.8,High,Healthcare,Insider Threat,3,Access Controls
2020,CVS,Ransomware,62651,1486226.014,Medium,Retail,Insider Threat,3,Two-factor Authentication
2005,DOE,Phishing,496662,411739.1032,Medium,Government,Unintentional Info Leak ,1,Two-factor Authentication
2000,Google,DDoS Attack,843166,570526.7636,High,Technology,Unintentional Info Leak ,1,Data Encryption
2001,JPMorgan Chase,Insider Threat,210605,2592972.927,Medium,Finance,Weak Password Management,5,Regular Audits
2013,JPMorgan Chase,Ransomware,923484,2490999.344,Medium,Finance,Weak Password Management,5,Two-factor Authentication
2002,Cisco,Phishing,586264,1989917.969,Medium,Technology,Phishing Attack,4,Two-factor Authentication
2016,Kaiser Permanente,Insider Threat,64680,1936712.463,Critical,Healthcare,Phishing Attack,4,Access Controls
2015,Mayo Clinic,Insider Threat,631855,1049015.743,Medium,Healthcare,Improper Disposal ,2,Regular Audits
2005,CVS,Physical Breach,254009,2086690.001,Medium,Retail,Phishing Attack,4,Regular Security Training
2021,DOE,DDoS Attack,21292,1073993.859,Critical,Government,Improper Disposal ,2,Access Controls
2019,Amazon,Physical Breach,10728,483730.1464,Low,Technology,Unintentional Info Leak ,1,Regular Audits
2011,Amazon,DDoS Attack,492792,2441692.692,Medium,Technology,Weak Password Management,5,Data Encryption
2002,HP,Insider Threat,54621,1511092.144,Low,Technology,Insider Threat,3,Two-factor Authentication
2015,USPS,Malware,296996,2496644.571,Critical,Government,Weak Password Management,5,Regular Security Training
2020,Amazon,Insider Threat,829239,1487899.291,Critical,Technology,Insider Threat,3,Data Encryption
2016,Costco,Physical Breach,309049,516913.04,High,Retail,Unintentional Info Leak ,1,Regular Security Training
2010,CIA,Physical Breach,894539,1523312.9,Medium,Government,Insider Threat,3,Access Controls
2016,PNC Financial,Insider Threat,910578,2494491.062,Medium,Finance,Weak Password Management,5,Regular Audits
2013,Ascension,DDoS Attack,999006,2521876.488,High,Healthcare,Weak Password Management,5,Two-factor Authentication
2005,Community Health Systems,DDoS Attack,933373,515032.8111,High,Healthcare,Unintentional Info Leak ,1,Two-factor Authentication
2014,Amazon,DDoS Attack,552251,2005307.321,Medium,Technology,Phishing Attack,4,Access Controls
2015,FBI,Phishing,250646,1016968.45,High,Government,Improper Disposal ,2,Data Encryption
2016,Kindred Healthcare,Password Guessing,336590,1593194.46,Critical,Healthcare,Insider Threat,3,Access Controls
2022,Oracle,DDoS Attack,937240,2476095.69,High,Technology,Weak Password Management,5,Regular Security Training
2003,PNC Financial,Insider Threat,420948,968610.5306,High,Finance,Improper Disposal ,2,Two-factor Authentication
2014,HUD,DDoS Attack,905937,2036046.995,Critical,Government,Phishing Attack,4,Data Encryption
2014,NASA,Malware,292473,967735.4983,Critical,Government,Improper Disposal ,2,Access Controls
2012,JPMorgan Chase,Ransomware,76810,978577.4785,Critical,Finance,Improper Disposal ,2,Access Controls
2004,Amazon,Password Guessing,304119,1337869.142,High,Technology,Insider Threat,3,Access Controls
2003,IBM,Password Guessing,981213,1000688.065,Medium,Technology,Improper Disposal ,2,Two-factor Authentication
2022,NASA,Malware,244826,2014413.25,Critical,Government,Phishing Attack,4,Regular Security Training
2013,EPA,Phishing,467147,2032687.631,Critical,Government,Phishing Attack,4,Data Encryption
2019,Facebook,Insider Threat,271127,2580965.842,High,Technology,Weak Password Management,5,Regular Audits
2011,CIA,Ransomware,423243,549031.0341,Critical,Government,Unintentional Info Leak ,1,Data Encryption
2011,Morgan Stanley,Password Guessing,436666,598717.4903,Medium,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2016,Google,Password Guessing,785959,2374013.551,Medium,Technology,Weak Password Management,5,Data Encryption
2012,USPS,Ransomware,102851,2408239.4,Medium,Government,Weak Password Management,5,Regular Security Training
2007,Bank of America,Physical Breach,270638,1460577.499,High,Finance,Insider Threat,3,Access Controls
2002,Walmart,Ransomware,550299,2549185.136,High,Retail,Weak Password Management,5,Regular Security Training
2018,NASA,Password Guessing,170829,518683.3463,Low,Government,Unintentional Info Leak ,1,Regular Audits
2003,Walmart,Password Guessing,621853,1022713.809,High,Retail,Improper Disposal ,2,Data Encryption
2018,Costco,Physical Breach,179048,2523489.549,High,Retail,Weak Password Management,5,Regular Security Training
2001,Cleveland Clinic,Ransomware,661430,1440115.344,Medium,Healthcare,Insider Threat,3,Data Encryption
2014,Amazon,Physical Breach,815706,2025782.601,High,Technology,Phishing Attack,4,Access Controls
2005,IBM,Insider Threat,88030,480832.8521,High,Technology,Unintentional Info Leak ,1,Access Controls
2000,Cisco,Physical Breach,714818,1546350.947,High,Technology,Insider Threat,3,Data Encryption
2018,US Bancorp,Phishing,104069,1524057.323,Medium,Finance,Insider Threat,3,Regular Audits
2019,DOE,Password Guessing,438550,2530180.358,High,Government,Weak Password Management,5,Two-factor Authentication
2019,Amazon,DDoS Attack,37281,485126.537,Low,Technology,Unintentional Info Leak ,1,Regular Security Training
2018,American Express,Password Guessing,368540,2591435.68,Medium,Finance,Weak Password Management,5,Two-factor Authentication
2014,IBM,Insider Threat,996919,558273.6603,Medium,Technology,Unintentional Info Leak ,1,Regular Audits
2006,Walmart,Ransomware,478184,2049107.095,Low,Retail,Phishing Attack,4,Access Controls
2001,IBM,DDoS Attack,496218,1550529.299,Medium,Technology,Insider Threat,3,Two-factor Authentication
2023,US Bancorp,Password Guessing,213588,1546566.626,High,Finance,Insider Threat,3,Regular Audits
2012,CVS,Physical Breach,906167,2033174.214,Critical,Retail,Phishing Attack,4,Regular Security Training
2019,Ascension,DDoS Attack,949204,412304.3977,High,Healthcare,Unintentional Info Leak ,1,Two-factor Authentication
2018,US Bancorp,Insider Threat,563707,1007286.672,Low,Finance,Improper Disposal ,2,Regular Security Training
2006,USPS,Ransomware,813920,1051315.821,Medium,Government,Improper Disposal ,2,Two-factor Authentication
2001,Bank of America,Physical Breach,851984,2388945.805,Critical,Finance,Weak Password Management,5,Two-factor Authentication
2003,Lowe's,DDoS Attack,25241,931536.1186,Critical,Retail,Improper Disposal ,2,Access Controls
2018,Amazon,Ransomware,107368,1537047.261,Medium,Technology,Insider Threat,3,Regular Audits
2018,Lowe's,Insider Threat,439591,980880.4418,Critical,Retail,Improper Disposal ,2,Two-factor Authentication
2010,US Bancorp,Malware,110773,2052988.278,Critical,Finance,Phishing Attack,4,Data Encryption
2015,JPMorgan Chase,Insider Threat,190292,583760.4794,Medium,Finance,Unintentional Info Leak ,1,Regular Security Training
2018,HP,DDoS Attack,700647,2549058.843,Medium,Technology,Weak Password Management,5,Regular Audits
2015,Cisco,Insider Threat,338093,1504299.036,High,Technology,Insider Threat,3,Data Encryption
2001,Apple,DDoS Attack,19930,2430847.581,High,Technology,Weak Password Management,5,Two-factor Authentication
2020,HHS,Password Guessing,383213,1008305.548,High,Government,Improper Disposal ,2,Access Controls
2007,Bank of America,Insider Threat,804756,2081795.084,Medium,Finance,Phishing Attack,4,Two-factor Authentication
2001,Johns Hopkins,Physical Breach,418982,2514396.907,High,Healthcare,Weak Password Management,5,Regular Security Training
2002,Ascension,Phishing,781664,531217.0226,Low,Healthcare,Unintentional Info Leak ,1,Regular Audits
2016,Amazon,DDoS Attack,270810,1507395.406,Critical,Technology,Insider Threat,3,Access Controls
2008,IBM,Ransomware,885223,532848.8992,High,Technology,Unintentional Info Leak ,1,Data Encryption
2019,EPA,Phishing,702427,456531.7105,Low,Government,Unintentional Info Leak ,1,Data Encryption
2022,American Express,Insider Threat,729386,499570.1558,High,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2008,Johns Hopkins,Malware,978349,1451803.906,Critical,Healthcare,Insider Threat,3,Regular Security Training
2015,Treasury Department,DDoS Attack,986711,1008171.327,Medium,Government,Improper Disposal ,2,Access Controls
2013,Target,Password Guessing,432562,1050761.163,Medium,Retail,Improper Disposal ,2,Data Encryption
2023,Walmart,Phishing,725919,2515333.413,Medium,Retail,Weak Password Management,5,Data Encryption
2008,Kindred Healthcare,Phishing,170767,2017466.443,High,Healthcare,Phishing Attack,4,Data Encryption
2020,Walmart,Malware,603485,2477928.824,Low,Retail,Weak Password Management,5,Regular Security Training
2007,HUD,Ransomware,461572,458676.3343,High,Government,Unintentional Info Leak ,1,Data Encryption
2005,CVS,Physical Breach,752524,2533141.354,High,Retail,Weak Password Management,5,Access Controls
2007,DOE,Malware,596527,1905644.224,Medium,Government,Phishing Attack,4,Access Controls
2004,CIA,Ransomware,240749,464130.6257,High,Government,Unintentional Info Leak ,1,Regular Audits
2021,Kaiser Permanente,Malware,282216,599538.9213,High,Healthcare,Unintentional Info Leak ,1,Regular Security Training
2021,HUD,Phishing,337724,2575110.487,Critical,Government,Weak Password Management,5,Regular Audits
2012,American Express,Ransomware,375650,2014184.383,Medium,Finance,Phishing Attack,4,Access Controls
2005,Mayo Clinic,Insider Threat,114466,1433826.979,Critical,Healthcare,Insider Threat,3,Regular Audits
2014,Target,DDoS Attack,579771,513484.9658,Low,Retail,Unintentional Info Leak ,1,Regular Security Training
2019,HUD,Password Guessing,773484,2514948.418,High,Government,Weak Password Management,5,Regular Security Training
2017,Goldman Sachs,Physical Breach,334835,2027070.102,Medium,Finance,Phishing Attack,4,Data Encryption
2007,CVS,Ransomware,636133,1964350.874,High,Retail,Phishing Attack,4,Access Controls
2014,Bank of America,Malware,328616,1968778.207,Low,Finance,Phishing Attack,4,Regular Audits
2007,IBM,Phishing,414855,1490994.534,Medium,Technology,Insider Threat,3,Access Controls
2024,Goldman Sachs,Insider Threat,577375,1543082.545,Medium,Finance,Insider Threat,3,Regular Audits
2022,Kaiser Permanente,Ransomware,37595,2588493.132,High,Healthcare,Weak Password Management,5,Regular Audits
2001,PNC Financial,Phishing,776053,2016938.521,High,Finance,Phishing Attack,4,Regular Security Training
2005,Cisco,Malware,714942,1015698.974,High,Technology,Improper Disposal ,2,Two-factor Authentication
2009,Best Buy,Malware,668203,453070.9034,High,Retail,Unintentional Info Leak ,1,Regular Audits
2018,US Bancorp,Password Guessing,436822,538232.1939,High,Finance,Unintentional Info Leak ,1,Regular Audits
2019,DOD,Password Guessing,201939,1517019.965,High,Government,Insider Threat,3,Data Encryption
2006,CVS,Insider Threat,364169,1570754.452,Low,Retail,Insider Threat,3,Regular Audits
2016,HUD,Insider Threat,344977,944155.7799,High,Government,Improper Disposal ,2,Two-factor Authentication
2021,Tenet Healthcare,Ransomware,88127,1991680.078,High,Healthcare,Phishing Attack,4,Access Controls
2004,Treasury Department,Physical Breach,486334,2114426.14,Medium,Government,Phishing Attack,4,Regular Audits
2007,Cleveland Clinic,Insider Threat,318823,2161696.057,Medium,Healthcare,Phishing Attack,4,Regular Audits
2017,Google,Insider Threat,90004,534974.4364,Critical,Technology,Unintentional Info Leak ,1,Regular Audits
2018,CVS,Password Guessing,543498,403202.6473,Critical,Retail,Unintentional Info Leak ,1,Access Controls
2020,Bank of America,DDoS Attack,895021,992044.0198,High,Finance,Improper Disposal ,2,Two-factor Authentication
2015,Home Depot,Insider Threat,906145,2476699.909,Critical,Retail,Weak Password Management,5,Regular Security Training
2015,Kindred Healthcare,DDoS Attack,49155,463275.4451,High,Healthcare,Unintentional Info Leak ,1,Data Encryption
2008,Facebook,DDoS Attack,953212,981092.0198,Critical,Technology,Improper Disposal ,2,Regular Audits
2010,Walgreens,Ransomware,709677,521759.9069,Medium,Retail,Unintentional Info Leak ,1,Regular Security Training
2015,Community Health Systems,Malware,19773,488924.7677,Medium,Healthcare,Unintentional Info Leak ,1,Regular Security Training
2003,UPMC,Phishing,539743,994701.4896,Critical,Healthcare,Improper Disposal ,2,Two-factor Authentication
2015,HP,Physical Breach,745349,2481133.928,Low,Technology,Weak Password Management,5,Two-factor Authentication
2021,Community Health Systems,Phishing,535635,468143.5143,Critical,Healthcare,Unintentional Info Leak ,1,Regular Audits
2008,Target,Malware,127414,1499378.295,Critical,Retail,Insider Threat,3,Two-factor Authentication
2020,Kaiser Permanente,Phishing,858320,1556571.509,High,Healthcare,Insider Threat,3,Access Controls
2011,Tenet Healthcare,Malware,185003,2030250.496,Critical,Healthcare,Phishing Attack,4,Data Encryption
2023,Kindred Healthcare,Physical Breach,471828,978750.0372,Medium,Healthcare,Improper Disposal ,2,Access Controls
2010,Walgreens,DDoS Attack,748193,955617.4953,Critical,Retail,Improper Disposal ,2,Two-factor Authentication
2006,Treasury Department,Ransomware,984240,2435578.433,High,Government,Weak Password Management,5,Access Controls
2001,Kroger,Insider Threat,452681,958874.6179,Medium,Retail,Improper Disposal ,2,Data Encryption
2014,Facebook,Malware,93852,2516669.543,High,Technology,Weak Password Management,5,Regular Audits
2002,Treasury Department,Physical Breach,530728,2611537.473,High,Government,Weak Password Management,5,Regular Security Training
2009,Lowe's,Physical Breach,664162,1007869.519,Critical,Retail,Improper Disposal ,2,Access Controls
2006,Citigroup,DDoS Attack,305180,1580882.836,Medium,Finance,Insider Threat,3,Data Encryption
2018,Tenet Healthcare,Password Guessing,333641,995830.7639,High,Healthcare,Improper Disposal ,2,Regular Audits
2018,EPA,Phishing,335979,1470653.716,Medium,Government,Insider Threat,3,Access Controls
2015,UPMC,Insider Threat,283484,1482783.299,Low,Healthcare,Insider Threat,3,Regular Audits
2006,USPS,Insider Threat,325472,1458900.84,High,Government,Insider Threat,3,Two-factor Authentication
2020,Kaiser Permanente,Physical Breach,146134,2563433.82,Medium,Healthcare,Weak Password Management,5,Data Encryption
2001,Google,Malware,675534,519641.8064,Medium,Technology,Unintentional Info Leak ,1,Access Controls
2008,Oracle,Ransomware,180414,2615907.019,Critical,Technology,Weak Password Management,5,Access Controls
2011,UPMC,Insider Threat,864662,2070491.025,High,Healthcare,Phishing Attack,4,Regular Audits
2022,Treasury Department,Phishing,408265,2421357.002,Medium,Government,Weak Password Management,5,Access Controls
2007,Tenet Healthcare,Password Guessing,64283,404002.6067,Medium,Healthcare,Unintentional Info Leak ,1,Regular Audits
2010,DOD,Phishing,394920,1154270.28,High,Government,Improper Disposal ,2,Access Controls
2012,HHS,Ransomware,368211,1012631.814,High,Government,Improper Disposal ,2,Access Controls
2013,Target,Insider Threat,724104,2650221.999,Medium,Retail,Weak Password Management,5,Access Controls
